name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
The Musket Room,"265 Elizabeth St. CI New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7238560%2C-73.993735,768,(212) 219-0764,http://www.musketroom.com/,International,4.8768,4.7,4.7,4.6,4.2,$31 to $50,0,1,3,15,81,"The Musket Room brings the spirit of New Zealand and the country’s diverse cuisine to Manhattan’s Nolita neighborhood. Chef and owner Matt Lambert, a New Zealand native, created a menu that charts the evolution of New Zealand cuisine, from the countr",Other,40.7239263,-73.9938218,10012
Delmonico's,"56 Beaver Street New York, NY  10004",//www.google.com/maps/search/?api=1&query=40.7050000%2C-74.01,3792,(212) 509-1144,http://delmonicosrestaurant.com/,Steakhouse,4.73792,4.7,4.6,4.6,4.2,$50 and over,1,2,4,17,76,"Delmonico's began as the first restaurant in the United States and has had a profound impact on American dining tradition. Our setting is where nearly two centuries of notable poets, affluent socialites, celebrities and presidents have celebrated in the ",Steakhouse,40.7049925,-74.0105948,10004
Root & Bone,"200 E 3rd Street New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7227440%2C-73.983243,704,(646) 682-7080,http://www.rootnbone.com/,Southern,4.6704,4.5,4.5,4.5,4.2,$31 to $50,1,2,7,18,72,"Root & Bone takes inspiration from the traditonal and timeless tastes of the American South. Guided by Chef Jeff McInnis and his partner, Chef Janine Booth, and focused on bringing honest, consciously sourced local ingredients, we strive to bring true So",Other,40.7226894,-73.9833023,10009
Bâtard,"239 West Broadway New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7196440%2C-74.005962,913,(212) 219-2777,http://www.batardtribeca.com/,Modern European,4.6913,4.7,4.5,4.4,4.2,$50 and over,0,2,4,20,74,James Beard Foundation BEST NEW RESTAURANT 2015 - Drew Nieporent’s long commitment to Tribeca continues in the space that housed the legendary Montrachet with Michelin-starred dining at Bâtard.  Chef/partner Markus Glocker’s modern European menu ref,Other Europe,40.7194666,-74.0057516,10013
Left Bank NYC,"117 Perry Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7351270%2C-74.00673,615,(212) 727-1170,http://leftbanknewyork.com/,American,4.6615,4.4,4.4,4.3,4.1,$31 to $50,0,3,7,20,70,"Left Bank is at its core a New York bistro, inspired by Greenwich Village itself, and influenced by European sensibilities. From our landmarked building in Manhattan's historic district, large bay windows on both sides reflect our open-book, unpretentiou",American,40.7351876,-74.0067386,10014
American Cut Steakhouse,"363 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7193040%2C-74.010204,791,(212) 226-4736,http://www.americancutsteakhouse.com/,Steakhouse,4.6791,4.6,4.6,4.5,4,$31 to $50,1,3,4,17,75,"American Cut Steakhouse is LDV Hospitality’s new American, signature steakhouse, brought to life by Iron Chef Marc Forgione. Located in the heart of Tribeca at 363 Greenwich Street, between Franklin and Harrison.For dinner, our 180-seat restaurant comb",Steakhouse,40.7190959,-74.009992,10013
Khe-Yo,"157 Duane St. New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7169060%2C-74.008586,640,(212) 587-1089,http://www.khe-yo.com/,Laotian,4.764,4.6,4.4,4.5,4.1,$31 to $50,1,1,4,20,74,"Chef/ Owner Soulayphet Schwader and Marc Forgione partner at Khe-Yo to showcase Laotian cuisine. {Khe-Yo}, or green in Laotian is a unique dining experience that accentuates the brightness and beauty of Laotian cuisine artfully redefined. Our local, seas",Southeast Asian,40.716906,-74.008587,10013
Toloache Thompson St.,"205 Thompson St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7285320%2C-73.99961,381,(212) 420-0600,http://www.toloachenyc.com/,Mexican,4.5381,4.4,4,4.1,3.9,$31 to $50,2,2,8,20,68,"Welcome to Toloache (pronounced toh-lo-AH-tchay), chef-owner Julian Medina’s contemporary Mexican bistro located in Greenwich Village. Toloache is named after a flowering plant famed in Mexico for its use in love potions. We hope that when you dine wit",Mexican,40.7287442,-73.9995539,10012
Nobu Downtown | Bar & Lounge,"195 Broadway New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7109650%2C-74.009676,33,(212) 219-0500,http://www.noburestaurants.com/downtown/home/,Japanese,4.733,4.7,4.4,4.5,3.9,$50 and over,1,2,7,12,78,"The Nobu Downtown Bar & Lounge is a destination within itself, featuring Nobu Style signatures, prix fixe lunch, and inventive new dishes and cocktails created especially for this one-of-a-kind space. Framed by heroic limestone columns, our bar in the ro",Japanese & Koren,40.7111,-74.0093,10007
Feast,"102 3rd Ave. New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7325550%2C-73.98797,554,(212) 529-8880,http://www.eatfeastnyc.com/,Contemporary American,4.6554,4.6,4.7,4.6,4.3,$31 to $50,0,0,4,26,70,"Feast is a seasonal American restaurant that offers a modern interpretation to the classic dinner party in a rustic, warm, and inviting place.",Contemporary American,40.7325298,-73.9880648,10003
Temple Court,"5 Beekman Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7111940%2C-74.006901,392,(212) 658-1848,http://www.templecourtnyc.com/,American,4.6392,4.5,4.4,4.7,4.1,$31 to $50,1,1,7,20,71,"Influenced by New York’s original fine dining restaurants and the historic melting pot of lower Manhattan, Tom Colicchio integrates flavors and cooking techniques from across the world in modern iterations of classic 19th and 20th century New York dish",American,40.7112749,-74.0068449,10003
Pera Soho,"54 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7239430%2C-74.00341,570,(212) 878-6305,http://www.pera-soho.com/,Mediterranean,4.357,4.2,3.7,4.4,3.9,$31 to $50,3,5,9,25,58,"Pera Soho is a transportative Mediterranean retreat in the heart of Soho. Inspired by the renowned Istanbul neighborhood where cuisine, art, culture, nightlife and the cosmopolitan converge, Pera Soho seduces with an environment that is simultaneously wa",Mediterranean,40.7237816,-74.0032266,10012
Tribeca Grill,"375 Greenwich St New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7200000%2C-74.01,4361,(212) 941-3900,http://www.myriadrestaurantgroup.com/,American,4.44361,4.2,4.3,4.3,3.9,$31 to $50,1,3,11,27,58,"Located in the heart of downtown Manhattan, Tribeca Grill is a true New York City landmark. Co-owned by renowned restaurateur Drew Nieporent and legendary actor Robert De Niro, the Grill continues to receive many prestigious awards including, the coveted",American,40.7196303,-74.0097684,10013
Fifty,"50 Commerce St New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7313430%2C-74.005704,325,(212) 524-4104,http://fiftyrestaurantnyc.com/,Contemporary American,4.6325,4.6,4.5,4.4,4.1,$31 to $50,0,1,3,25,71,"Located in the West Village on a charming street next to Cherry Lane Theatre, FIFTY is a New American restaurant with Latin influence. Chef Luis Jaramillo, hailing from Ecuador, is preparing South American inspired fare including Fifty's popular Shrimp &",Contemporary American,40.7313538,-74.0057057,10014
Dos Caminos - SoHo,"475 West Broadway at Houston Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7265680%2C-73.999865,944,(212) 277-4300,http://www.doscaminos.com/,Mexican,4.2944,4,3.6,4,3.6,$31 to $50,4,6,11,24,55,"Dos Caminos brings the vibrant spirit of Mexico City to New York City. Serving authentic and upscale Mexican cuisine, including fresh guac, killer margaritas, and South of the Border staples like Asada Tacos and Mexico City-Style quesadillas. The tequila",Mexican,40.7265737,-73.9999034,10012
Noreetuh,"128 1st Avenue New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7272640%2C-73.985197,434,(646) 892-3050,http://www.noreetuh.com/,American,4.7434,4.7,4.7,4.5,4.4,$31 to $50,0,1,4,18,77,Noreetuh is a modern Hawaiian restaurant in the East Village by Chef Chung Chow.  The beverage program features an extensive collection of wines supplemented by simpler selections of sakes and sojus.Noreetuh is open for dinner between Tuesday through Sun,American,40.7272851,-73.9852368,10009
El Toro Blanco,"257 Sixth Avenue New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7289690%2C-74.002547,518,(212) 645-0193,http://www.eltoroblanconyc.com/,Mexican,4.2518,4,3.6,4.1,3.6,$31 to $50,4,8,12,24,52,"Mexican restaurant featuring a substantial seafood menu of ceviche, tacos and entrees with coastal influence, guacamole bar, and extensive tequila bar.",Mexican,40.7290259,-74.002807,10014
SAN CARLO  Osteria Piemonte,"90 Thompson St New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7251350%2C-74.002087,314,(212) 625-1212,http://www.sancarlonyc.com/,Italian,4.7314,4.6,4.6,4.5,4.3,$31 to $50,1,1,6,18,74,"“ SAN CARLO Osteria Piemonte” is the perfect blend of authentic food and exceptional wine label selection. Piedmont is a region of west Northern Italy, it is one of the largest regions of Italy and Turin was the first capital of Italy in 1861. Piedmo",Italian,40.725135,-74.002087,10012
The Library at the Public,"425 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7291360%2C-73.992028,801,(212) 539-8777,http://www.thelibraryatthepublic.com/,American,4.2801,4,4.5,4.5,3.7,$30 and under,2,3,13,33,49,"The Library at The Public is an Astor-era lounge tucked away in the mezzanine level of The Public Theater's new downtown home at Astor Place serving classic and inspired cocktails, wine, and Chef Andrew Carmellini's eclectic American menu sourcing local ",American,40.7290178,-73.9917494,10003
CUT By Wolfgang Puck at FS Downtown New York,"99 Church St New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7128030%2C-74.009064,364,(646) 880-1995,http://wolfgangpuck.com/,Steak,4.6364,4.5,4.5,4.3,3.8,$31 to $50,1,2,7,19,71,"CUT by Wolfgang Puck located within the new Four Seasons Hotel New York Downtown, is the sixth CUT location across the globe behind the original in Beverly Hills, Las Vegas, London, Singapore and Bahrain. The sleek new location designed by Studio Jacques",Steakhouse,40.7128554,-74.0093466,10007
Osteria della Pace - Eataly NYC Downtown,"101 Liberty St Floor 3 New York, NY  10006",//www.google.com/maps/search/?api=1&query=40.7097160%2C-74.011713,294,(646) 677-8580,http://www.eataly.com/us_en/stores/nyc-downtown/osteria-della-pace/,Italian,4.4294,4.3,4.3,4.4,3.9,$31 to $50,1,2,11,24,62,"Inspired by the cuisine of southern Italy, Osteria della Pace offers an upscale dining experience focused on Italian simplicity. The restaurant’s separate dining room offers privacy from the main experience of Eataly while still accentuating the authen",Italian,40.7100647,-74.0119758,10006
Tuome,"536 E. 5th St. New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7239980%2C-73.982948,385,(646) 833-7811,http://tuomenyc.com/,Contemporary American,4.7385,4.7,4.6,4.5,4.1,$31 to $50,0,2,5,18,75,Tuome serves an ingredient driven contemporary American menu with Asian influences in the East Village.,Contemporary American,40.723998,-73.982949,10009
La Loteria,"29 7th Ave South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144,245,(212) 858-9096,http://www.laloterianyc.com/,Contemporary Mexican,4.6245,4.5,4.3,4.2,4.1,$31 to $50,1,2,3,23,71,"Welcome to La Lotería — a new take on authentic Mexican cuisine from Executive Chef/Owner  Julieta Ballesteros (Crema, Los Feliz) and Managing Partner/Owner  Jaime Herrera.  The game La Lotería has been played throughout Mexico since Colonial times. ",Mexican,40.7308623,-74.0041448,10014
Il Mulino Prime,"331 West Broadway New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7221840%2C-74.003747,272,(212) 226-0020,http://www.ilmulino.com/,Italian,4.5272,4.4,4.4,4.2,3.8,$50 and over,2,3,7,18,70,"Our modern steakhouse and Italian restaurant features inspired cuisine and choice cuts by Executive Chef Michele Mazza. Located in the heart of SoHo, Il Mulino Prime embraces the signature style and unparalleled service attributed to the success of Il Mu",Italian,40.7221926,-74.0037316,10013
Socarrat Paella Bar - Nolita,"284 Mulberry St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7245410%2C-73.995099,634,(212) 219-0101,http://socarratnyc.com/,Spanish,4.5634,4.4,4.4,4.4,4.1,$31 to $50,1,3,7,21,68,"If you are unable make a reservation online, please, contact the restaurant to check availability (212) 219-0101Socarrat Nolita's ambience denotes feelings of warmth, comfort and hospitality.  Building on its sister restaurant's identity as a small, inti",Spanish,40.7244569,-73.994917,10012
La Sirene,"558  Broome Street (closer to Varick) New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7245070%2C-74.005684,1442,(212) 925-3061,http://www.lasirenenyc.com/,French,4.61442,4.6,4.5,4.4,4.4,$31 to $50,1,1,4,24,70,"A very special way to serve our dishes with a veggie tray and some UNIQUE dishes as per the Hanger Steak , Goat Cheese Tart and many others...We only accept AMERICAN EXPRESS, Personal Check, major cryptocurrencies and Cash .Thank You.Didier (chef owner)",French,40.724543,-74.005667,10013
Fonda - East Village,"40 Avenue B New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7228620%2C-73.982978,529,(212) 677-4096,http://www.fondarestaurant.com/,Contemporary Mexican,4.5529,4.4,4.3,4.2,4.1,$31 to $50,0,3,9,18,70,"Contemporary, authentic Mexican cuisine in a relaxing, fun atmosphere. Incredible margaritas and ""best of its kind"" Mexican Home Cooking.",Mexican,40.7228922,-73.9830718,10009
Kingsley,"190 Avenue B New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7280360%2C-73.979336,327,(212) 674-4500,http://www.kingsleynyc.com/,Contemporary American,4.5327,4.4,4.5,4.3,3.9,$31 to $50,1,6,6,21,66,"Kingsley is the new restaurant from Chef Roxanne Spruance in New York City.  Zagat Rated ""Best Newcomer,"" ""Best American Restaurant NYC,"" and ""Best East Village Restaurant.""  Our focus is seasonal, local, market-driven, contemporary French-American cuisi",Contemporary American,40.7279952,-73.9793069,10009
Porsena,"21 East 7th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7286500%2C-73.989432,338,(212) 228-4923,http://porsena.com/,Italian,4.6338,4.6,4.3,4.4,4.2,$30 and under,0,2,6,23,69,"Just a few blocks from Astor Place, Porsena is a trattoria in the convivial Italian tradition where friends and neighbors gather along with tourists and passers-by. Chef Sara Jenkins has drawn on memories of her Tuscan and Roman childhood to create a pas",Italian,40.7286874,-73.9895021,10003
The Palm Tribeca,"206 West Street New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7165260%2C-74.012682,1560,(646) 395-6393,http://www.thepalm.com/Tribeca,Steakhouse,4.6156,4.5,4.5,4.3,4,$50 and over,1,2,4,19,74,"The legendary Palm Restaurant has opened the doors of its newest location in Tribeca, just steps away from the Financial District, Hudson River and Battery Park.  We welcome you to join us for our Prime-aged steaks, jumbo Nova Scotia lobsters and classic",Steakhouse,40.7165789,-74.0126991,10282
Nickel & Diner,"1 Howard St New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7189010%2C-73.99933,142,(646) 870-6100,http://www.nickelanddiner.com/,American,4.6142,4.5,4.4,4.5,4.2,$31 to $50,2,1,5,18,74,"Nickel & Diner serves New American cuisine and upgraded diner classics by Chef James Friedberg. With a focus on the freshest, locally sourced ingredients available, Nickel & Diner takes an eclectic approach to American cuisine, eschewing from typically e",American,40.718902,-73.999442,10013
David Burke Kitchen,"23 Grand Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7227830%2C-74.004912,2612,(212) 201-9119,http://www.davidburkekitchennyc.com/,American,4.22612,4.3,3.9,4.1,3.8,$31 to $50,5,2,12,25,56,"David Burke Kitchen pays homage to the craft of cooking and sharing hearty, rustic American food. Its artisan menu items are inspired by morning visits to the green market and what is freshest in the region, prepared with creativity and refined technique",American,40.7228421,-74.0048693,10013
Il Cortile Restaurant,"125 Mulberry Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7180010%2C-73.997905,798,(212) 226-6060,http://www.ilcortile.com/,Italian,4.6798,4.5,4.5,4.5,4.3,$31 to $50,2,1,6,18,73,IL Cortile has been family owned and run since 1975. A neighborhood staple for over 40 years the Esposito family continues the tradition of sparing nothing to provide only the highest quality ingredients in all Cortile dishes.We are a full Service Restau,Italian,40.7179745,-73.9982225,10013
Felice 15 Gold Street,"15 Gold Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7078900%2C-74.00709,454,(212) 785-5950,http://www.felicenyc.com/,Italian,4.6454,4.5,4.5,4.4,4.2,$31 to $50,0,1,5,28,66,"[NOTE: We welcome walk-in customers! At this time, we are only accepting reservations for larger parties, but have many small tables open for our walk-in customers.] FELICE, the ultimate Tuscan Restaurant and wine bar, already in two locations on the Up",Italian,40.7078815,-74.0071288,10038
Cipriani - Wall Street,"55 Wall Street New York, NY  10015",//www.google.com/maps/search/?api=1&query=40.7059380%2C-74.009159,537,(212) 699-4096,http://www.cipriani.com/restaurant/?loc=ny-club55,Italian,4.6537,4.5,4.5,4.5,4,$31 to $50,2,4,4,19,71,"Cipriani Wall Street brings you classics from Harry’s Bar in Venice and Italian specialties with the longstanding tradition of the family's four-generation service. Some highlights on the menu include the beef carpaccio alla Cipriani, the homemade ligh",Italian,40.7060799,-74.0093198,10015
Rosa Mexicano - TriBeCa,"41 Murray Street New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7141830%2C-74.008996,247,(212) 849-2885,http://www.rosamexicano.com/tribeca,Mexican,4.2247,4,3.9,3.8,3.6,$31 to $50,3,6,13,24,54,"Since 1984, Rosa Mexicano has been the standard bearer of authentic, regionally inspired Mexican cuisine. This tradition continues at Rosa Mexicano’s fourth location, an intimate neighborhood spot in the Tribeca neighborhood of New York City. The resta",Mexican,40.7141031,-74.0090569,10007
North Square,"103 Waverly Place New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7324390%2C-73.998766,1681,(212) 254-1200,http://www.northsquareny.com/,American,4.61681,4.5,4.5,4.3,4.5,$31 to $50,1,2,5,28,64,"North Square is committed to a long-standing Greenwich Village tradition: offering generous, and genuine, hospitality. We serve dinner every day in our dining room and separate, speak-easy lounge, lunch on weekdays, brunch on Saturday, and a Jazz Brunch ",American,40.7324496,-73.9987276,10011
Edi and The Wolf,"102 Avenue C New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7238410%2C-73.978698,306,(212) 598-1040,http://www.ediandthewolf.com/,Austrian,4.5306,4.3,4.4,4.5,4.1,$30 and under,1,3,9,21,66,"Edi & The Wolf is the East Village spinoff from Michelin Starred Chefs Eduard ""Edi"" Frauneder and Wolfgang ""Wolf"" Ban. Inspired by the traditional eastern Austrian wine tavern known as a Heuriger, the rustic establishment boasts a cozy dining room and an",Other Europe,40.7238208,-73.9788238,10009
Gran Morsi,"22 Warren Street New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7143530%2C-74.007741,266,(212) 577-2725,http://www.granmorsi.com/,Italian,4.6266,4.5,4.4,4.5,4.1,$31 to $50,0,1,9,20,70,"Gran Morsi, named after the Italian word for “bites,” epitomizes elegant simplicity. This airy and convivial Tribeca restaurant specializes in boldly-flavored Italian fare with a strong focus on small and shared plates, many of which are cooked in th",Italian,40.7143072,-74.0077715,10007
Bistrot Leo,"60 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7240060%2C-74.00307,16,(212) 219-8119,http://www.bistrotleo.com/,French,4.316,4.2,4.1,4.3,3.8,$31 to $50,4,6,10,17,63,"BRIAN LOIACONO, a former chef for Daniel Boulud at Bar Boulud and DB Bistro Moderne, will take over the kitchen at John McDonald’s restaurant, Sessanta, in the Sixty SoHo, to be renamed Bistrot Leo. His menu, in place starting in April, will represent ",French,40.7239616,-74.0031348,10012
Reserve Cut at Setai,"40 Broad Street, 2nd Level New York, NY  10004",//www.google.com/maps/search/?api=1&query=40.7059080%2C-74.011807,492,(212) 747-0300,http://www.reservecut.com/,Kosher,4.7492,4.6,4.6,4.7,4,$50 and over,1,3,3,12,81,"Reserve Cut is a new contemporary kosher restaurant at The Setai Wall Street  in the Financial District. Drawing on the Eastern influence of The Setai, the restaurant has Asian inspired décor in the 250-seat main dining room, sushi bar, wine room, and t",Other,40.7060275,-74.0117654,10004
Rice & Gold,"50 Bowery New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7159360%2C-73.996789,128,(646) 630-8055,http://www.riceandgoldnyc.com/,Asian,4.2128,4.2,4,4.2,3.7,$31 to $50,3,5,11,28,53,"Located on the ground floor of Hotel 50 Bowery, Rice & Gold features Asian American fare.  The menu also takes cues from cuisines around the globe, showcasing the diversity and vibrancy of our modern day country and the many immigrants who have settled h",Asian,40.7158073,-73.9965567,10013
Thalassa,"179 Franklin Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7193000%2C-74.0092,1224,(212) 941-7661,http://www.thalassanyc.com/,Seafood,4.61224,4.6,4.6,4.7,4.4,$31 to $50,1,1,4,23,71,Contemporary Mediterranean Seafood Restaurant with rare Greek wines and hard to get boutique worldly wine list.,Seafood,40.7191955,-74.0095619,10013
Strip House Speakeasy,"11 East 12th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7344850%2C-73.993432,222,(212) 838-9197,http://www.striphouse.com/,Steakhouse,4.6222,4.7,4.6,4.6,4.1,$50 and over,0,1,6,26,67,"A sultry steakhouse in New York City’s Greenwich Village where old-world glamour meets modern style and sophistication. Experience the combination of charred cuts perfectly paired with decadent sides, such as Truffle Creamed Spinach and Goose Fat Potat",Steakhouse,40.7344807,-73.9934479,10003
Greenwich Steakhouse,"62 Greenwich Ave New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7360770%2C-74.00057,148,(212) 553-5000,http://greenwichsteakhouse.com/,Steakhouse,4.4148,4.3,4.5,4.1,4,$50 and over,3,4,9,18,66,Greenwich Steakhouse is a premier steakhouse located in lower Manhattan. We serve our guest prime cuts of meat along with seafood and poultry options! We have one of the best wine lists in NYC along with 5 star service.,Steakhouse,40.7360835,-74.0005983,10011
Schilling,"109 Washington Street New york, NY  10028",//www.google.com/maps/search/?api=1&query=40.7085740%2C-74.013989,234,(212) 406-1200,http://www.schillingnyc.com/,Austrian,4.4234,4.5,4.2,4.5,4.1,$30 and under,2,2,6,30,60,"Michelin-starred chef Eduard Frauneder's newest restaurant, Schilling, is located in NYC's Financial District. With a name that nods to the surrounding neighborhood and the former Austrian currency, Schilling will offer a day-to-night bistro that feature",Other Europe,40.7085801,-74.0139689,10028
Morton's The Steakhouse - World Trade Center,"136 Washington New York, NY  10006",//www.google.com/maps/search/?api=1&query=40.7095790%2C-74.013907,541,(212) 608-0171,http://www.mortons.com/,Steakhouse,4.6541,4.7,4.7,4.6,4.5,$50 and over,1,2,5,17,75,"Thank you for choosing Morton’s The Steakhouse - New York (World Trade Center). We look forward to serving you. USDA prime-aged beef, succulent seafood, fine wines, chilled cocktails, decadent desserts, crisp white linens and exceptional service...Mort",Steakhouse,40.7097089,-74.0139508,10006
MarkJoseph Steakhouse,"261 Water Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7084090%2C-74.001578,814,(212) 277-0020,http://www.markjosephsteakhouse.com/,Steakhouse,4.7814,4.7,4.8,4.5,4.3,$50 and over,0,0,4,19,77,"MarkJoseph Steakhouse has been serving the best USDA Prime Dry Aged Porterhouse in New York City since 2000.  Raising the bar of excellence for authentic New York City Steakhouses, MarkJoseph Steakhouse combines excellent food and polished service all in",Steakhouse,40.7083559,-74.0014821,10038
The Tuck Room- New York,"11 Fulton Street New York, NY  10038",//www.google.com/maps/search/?api=1&query=40.7067820%2C-74.003289,160,(212) 776-8273,http://www.thetuckroom.com/,Gastro Pub,4.116,4,4,4.4,3.7,$30 and under,4,8,11,27,50,"“The Tuck Room is an intimate jovial neighborhood - drinking + dining den. We feature craveable American fare with a twist, and offer a lively & whimsical atmosphere. Our dining room is wrapped around our energetic bar, flowing local + favorite brews f",Other,40.7066093,-74.0031157,10038
Bar Freud,"506 LaGuardia Place New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7277230%2C-73.999535,196,(212) 777-0327,http://www.freudnyc.com/,Austrian,4.4196,4.4,4.2,4.4,4.3,$31 to $50,1,3,11,25,60,Bar Freud offers a contemporary take on brasserie fare inspired by turn-of-the-century Vienna in the heart of Greenwich Village-- brought to you by Michelin-starred chef Eduard Frauneder of beloved Austrian tavern Edi & the Wolf.,Other Europe,40.7277403,-73.9995539,10012
Altesi Downtown,"200 Spring Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7252000%2C-74.0033,558,(212) 431-1212,http://www.altesinyc.com/,Italian,4.5558,4.5,4.4,4.3,4.2,$31 to $50,0,3,8,20,69,"After 22 years, Paolo Alavian has closed his iconic Soho restaurant ""Savore"" and replaced it with Altesi Downtown.  Altesi Downtown is outpost of Altesi Madison, his Upper East Side townhouse restaurant. Locally sourced seasonal ingredients will be used ",Italian,40.7250957,-74.0033108,10012
ATRIO Wine Bar & Restaurant,"102 North End Avenue New York, NY  10282",//www.google.com/maps/search/?api=1&query=40.7147890%2C-74.016179,215,(646) 769-4250,http://www.conradnewyork.com/ATRIO,Contemporary American,4.6215,4.6,4.8,4.7,4.1,$31 to $50,3,2,3,19,73,"ATRIO presents New American cuisine featuring carefully-sourced, seasonally-inspired ingredients with authentic flavors in every dish. Our menu is paired with curated wines, both interesting and approachable, and handcrafted cocktails in a refined, yet c",Contemporary American,40.7150553,-74.015696,10282
Bobby Van's Steakhouse - Broad Street,"25 Broad Street New York, NY  10004",//www.google.com/maps/search/?api=1&query=40.7062700%2C-74.011272,768,(212) 344-8463,http://www.bobbyvans.com/,Steakhouse,4.4768,4.4,4.3,4.3,3.9,$31 to $50,0,1,18,19,62,"Bobby Van's Steakhouse and Grill located across from the New York Stock Exchange uses the original 1898 structure to create lush and evocative dining rooms filled with dark wood, cream-colored walls and beautiful chandeliers. Pass through the glass entra",Steakhouse,40.70601,-74.0108846,10004
